31,s002l153f1,aliphatic,aryl,l,f,s002l153f1,s002l153f1,-0.394746194,-1.2434,0.848653806,-0.096316732,-1.1758,1.079483268,3.381085272,3.6115,-0.230414728,-0.147095413,-0.3896,0.242504587,-3.532419321,-3.2896,-0.242819321
40,s002v009w1,aliphatic,aryl,v,w,s002v009w1,s002v009w1,0.26940514,-0.1699,0.43930514,-0.213030603,-0.8755,0.662469397,2.352688135,2.8838,-0.531111865,-0.06423272,-0.3316,0.26736728,-1.806019673,-1.8467,0.040680327
41,s002v042f1,aliphatic,aryl,v,f,s002v042f1,s002v042f1,-0.707826526,-0.5742,-0.133626526,-0.099830293,-0.3088,0.208969707,1.248221243,1.4333,-0.185078757,-0.094410324,-0.1363,0.041889676,-1.761807152,-1.5624,-0.199407152
42,s002v042f2,aliphatic,aryl,v,f,s002v042f2,s002v042f2,-0.566623527,-0.1235,-0.443123527,-0.891077736,-0.9751,0.084022264,2.494295432,2.794,-0.299704568,-0.144530757,-0.2835,0.138969243,-2.025310466,-1.8443,-0.181010466
45,s002w012v1,aryl,aliphatic,w,v,s002w012v1,s002w012v1,0.362475312,-0.2363,0.598775312,-0.056291456,-1.185,1.128708544,3.042507168,3.4801,-0.437592832,-0.136354181,-0.3384,0.202045819,-2.487386218,-2.193,-0.294386218
47,s002w139l1,aryl,aliphatic,w,l,s002w139l1,s002w139l1,-1.426401625,-1.2512,-0.175201625,-0.212612625,-0.7366,0.523987375,2.331696063,2.5505,-0.218803937,-0.305801771,-0.3374,0.031598229,-3.239683355,-2.7277,-0.511983355
52,s003i067y1,aliphatic,aryl,i,y,s003i067y1,s003i067y1,-0.987953696,-1.0158,0.027846304,0.022383929,-0.6289,0.651283929,1.786158796,2.0691,-0.282941204,-0.074299138,-0.2037,0.129400862,-2.722197283,-2.2523,-0.469897283
60,s003v009y1,aliphatic,aryl,v,y,s003v009y1,s003v009y1,-0.56842144,-0.8684,0.29997856,-0.111227764,-0.8941,0.782872236,2.531367693,2.6886,-0.157232307,-0.138654534,-0.3001,0.161445466,-2.849906836,-2.3628,-0.487106836
62,s003v036f1,aliphatic,aryl,v,f,s003v036f1,s003v036f1,-0.837995754,-0.6258,-0.212195754,-0.0062184,-0.6418,0.6355816,1.986501725,2.3531,-0.366598275,-0.019236264,-0.1981,0.178863736,-2.799042815,-2.139,-0.660042815
63,s003v064y1,aliphatic,aryl,v,y,s003v064y1,s003v064y1,-0.31243545,-0.6441,0.33166455,-0.342927056,-0.8046,0.461672944,2.114654606,2.2073,-0.092645394,-0.168091751,-0.2534,0.085308249,-1.916071187,-1.7935,-0.122571187
66,s003v121y1,aliphatic,aryl,v,y,s003v121y1,s003v121y1,-1.026784086,-0.6957,-0.331084086,-0.252220362,-0.2921,0.039879638,0.904239611,1.0798,-0.175560389,-0.121680784,-0.1085,-0.013180784,-1.557122551,-1.375,-0.182122551
67,s003w163p1,aryl,aliphatic,w,p,s003w163p1,s003w163p1,-3.139582673,-3.9121,0.772517327,-1.944557428,-2.7854,0.840842572,4.704150824,4.5638,0.140350824,-0.542321519,-0.7087,0.166378481,-5.356854487,-4.9817,-0.375154487
70,s003y028v1,aryl,aliphatic,y,v,s003y028v1,s003y028v1,-0.350543212,-0.6097,0.259156788,-0.408776529,-1.126,0.717223471,3.386198456,3.7441,-0.357901544,-0.095523258,-0.3478,0.252276742,-3.232441817,-2.88,-0.352441817
